flight_number,origin,destination,departure_time,aircraft_type,occurrences
KL1283,AMS,AAL,06:35,E90,396
KL1284,AAL,AMS,08:20,E90,397
KL1285,AMS,AAL,10:25,E90,412
KL1286,AAL,AMS,12:20,E90,414
KL1287,AMS,AAL,14:25,E90,394
KL1288,AAL,AMS,16:10,E90,396
KL1289,AMS,AAL,19:10,E90,410
KL1290,BLL,AMS,04:00,738,414
KL1291,AMS,BLL,06:25,E90,406
KL1292,BLL,AMS,08:15,E90,407
KL1293,AMS,BLL,09:10,737,403
KL1294,BLL,AMS,11:05,737,407
KL1295,AMS,BLL,10:20,E95,412
KL1296,BLL,AMS,12:15,E95,415
KL1297,AMS,BLL,14:35,321,311
KL1298,BLL,AMS,16:35,321,310
KL1299,AMS,BLL,19:50,738,418
KL1300,BLL,AMS,17:40,321,123
KL1301,AMS,BLL,20:35,321,121
KL1302,GDN,AMS,05:30,E90,411
KL1303,AMS,GDN,07:35,E90,403
KL1304,GDN,AMS,09:50,E90,408
KL1305,AMS,GDN,10:05,E75,367
KL1306,GDN,AMS,13:00,E75,368
KL1307,AMS,GDN,14:55,E90,412
KL1308,GDN,AMS,17:05,E90,410
KL1309,AMS,GDN,18:55,E90,414
KL1310,WAW,AMS,05:05,738,413
KL1313,AMS,WAW,07:55,738,411
KL1314,WAW,AMS,11:45,738,420
KL1315,AMS,WAW,12:35,738,413
KL1316,WAW,AMS,15:50,738,415
KL1317,AMS,WAW,15:00,E90,349
KL1318,WAW,AMS,17:40,E90,350
KL1319,AMS,WAW,20:30,738,420
KL1322,KRK,AMS,04:35,E95,409
KL1323,AMS,KRK,07:15,E95,408
KL1324,KRK,AMS,09:50,E95,413
KL1325,AMS,KRK,09:30,E90,397
KL1326,KRK,AMS,12:00,E90,395
KL1327,AMS,KRK,13:20,E95,405
KL1328,KRK,AMS,15:55,E95,405
KL1329,AMS,KRK,14:40,E75,271
KL1330,KRK,AMS,17:00,E75,184
KL1331,AMS,KRK,18:35,E95,329
KL1332,POZ,AMS,04:30,E75,305
KL1333,AMS,POZ,10:10,E75,412
KL1334,POZ,AMS,13:15,E75,415
KL1335,AMS,POZ,18:15,E75,306
KL1336,WRO,AMS,05:30,E75,372
KL1337,AMS,WRO,09:55,E75,379
KL1338,WRO,AMS,12:00,E75,381
KL1339,AMS,WRO,19:40,E75,370
KL1341,AMS,BLL,13:20,E95,88
KL1342,BLL,AMS,15:15,E95,88
KL1343,AMS,KRK,15:55,E75,48
KL1344,KRK,AMS,18:15,E75,48
KL1350,PRG,AMS,04:00,738,410
KL1351,AMS,PRG,04:55,E75,389
KL1352,PRG,AMS,06:50,E75,393
KL1353,AMS,PRG,07:05,738,407
KL1354,PRG,AMS,09:15,738,412
KL1355,AMS,PRG,10:25,738,402
KL1356,PRG,AMS,12:30,738,402
KL1357,AMS,PRG,15:15,738,405
KL1358,PRG,AMS,16:35,738,397
KL1359,AMS,PRG,17:15,E75,271
KL1360,PRG,AMS,19:25,E75,270
KL1361,AMS,PRG,19:10,738,402
KL1362,BUD,AMS,05:30,738,414
KL1363,AMS,BUD,06:50,738,410
KL1364,BUD,AMS,09:35,738,413
KL1365,AMS,BUD,09:30,E95,236
KL1366,BUD,AMS,12:10,E95,236
KL1367,AMS,BUD,12:35,321,392
KL1368,BUD,AMS,15:25,321,388
KL1369,AMS,BUD,15:00,E75,370
KL1370,BUD,AMS,17:40,E75,365
KL1371,AMS,BUD,19:05,738,405
KL1372,OTP,AMS,04:00,738,416
KL1373,AMS,OTP,07:20,738,409
KL1374,OTP,AMS,10:45,738,412
KL1375,AMS,OTP,11:35,738,394
KL1376,OTP,AMS,15:05,738,396
KL1377,AMS,OTP,19:15,738,418
KL1401,AMS,CDG,04:45,738,375
KL1402,CDG,AMS,06:40,738,377
KL1403,AMS,CDG,06:20,321,182
KL1404,CDG,AMS,08:40,321,191
KL1405,AMS,CDG,06:05,738,233
KL1406,CDG,AMS,08:15,738,234
KL1407,AMS,CDG,10:30,738,30
KL1408,CDG,AMS,12:30,738,30
KL1409,AMS,CDG,14:30,321,31
KL1410,CDG,AMS,16:40,321,31
KL1411,AMS,CDG,15:50,738,339
KL1412,CDG,AMS,18:15,738,342
KL1413,AMS,RNS,07:20,E75,137
KL1414,RNS,AMS,16:30,E75,137
KL1415,AMS,RNS,12:30,E75,322
KL1416,RNS,AMS,13:20,E90,324
KL1418,NTE,AMS,04:20,E90,402
KL1419,AMS,NTE,07:45,E90,411
KL1420,NTE,AMS,10:00,E90,417
KL1421,AMS,NTE,10:25,E75,3
KL1422,NTE,AMS,12:30,E75,3
KL1423,AMS,NTE,13:00,E90,415
KL1424,NTE,AMS,15:20,E90,415
KL1425,AMS,NTE,18:30,E90,407
KL1426,LYS,AMS,05:40,E90,114
KL1427,AMS,LYS,05:50,E75,30
KL1428,LYS,AMS,07:55,E75,31
KL1431,AMS,LYS,09:50,E95,400
KL1432,LYS,AMS,12:05,E95,401
KL1433,AMS,LYS,14:00,737,30
KL1434,LYS,AMS,16:15,737,30
KL1435,AMS,LYS,19:40,E90,119
KL1440,BOD,AMS,05:00,E95,405
KL1441,AMS,BOD,09:05,738,394
KL1442,BOD,AMS,11:30,738,394
KL1443,AMS,BOD,10:45,E75,151
KL1444,BOD,AMS,12:55,E75,152
KL1445,AMS,BOD,12:40,E95,379
KL1446,BOD,AMS,15:10,E95,380
KL1447,AMS,BOD,19:05,E95,408
KL1448,TLS,AMS,04:30,E95,325
KL1449,AMS,TLS,07:05,E95,239
KL1450,TLS,AMS,09:30,E95,240
KL1451,AMS,TLS,08:55,E90,177
KL1452,TLS,AMS,11:20,E90,180
KL1453,AMS,TLS,13:30,738,413
KL1454,TLS,AMS,16:00,738,414
KL1455,AMS,TLS,19:40,E95,325
KL1456,BOD,AMS,22:05,E90,1
KL1459,AMS,MPL,12:00,E90,397
KL1460,MPL,AMS,14:25,E90,398
KL1464,MRS,AMS,05:30,738,412
KL1465,AMS,MRS,07:35,738,404
KL1466,MRS,AMS,10:15,738,410
KL1467,AMS,MRS,20:00,737,2
KL1469,AMS,MRS,12:45,738,410
KL1470,MRS,AMS,16:20,738,406
KL1471,AMS,MRS,18:55,738,404
KL1472,NCE,AMS,04:30,E95,406
KL1473,AMS,NCE,04:50,E90,4
KL1474,NCE,AMS,07:35,E90,4
KL1475,AMS,NCE,07:30,738,413
KL1476,NCE,AMS,10:20,738,413
KL1477,AMS,NCE,12:30,E95,399
KL1478,NCE,AMS,16:10,E95,404
KL1479,AMS,NCE,14:30,E95,229
KL1480,NCE,AMS,17:05,E95,237
KL1481,AMS,NCE,19:50,E95,400
KL1485,AMS,BIQ,12:20,E90,123
KL1486,BIQ,AMS,14:50,E90,123
KL1497,AMS,BCN,04:35,E90,208
KL1498,BCN,AMS,07:20,E90,208
KL1500,MAD,AMS,04:00,738,414
KL1501,AMS,MAD,06:40,738,411
KL1502,MAD,AMS,08:20,738,411
KL1503,AMS,MAD,07:30,738,401
KL1504,MAD,AMS,11:05,738,406
KL1505,AMS,MAD,11:50,738,410
KL1506,MAD,AMS,15:10,738,409
KL1507,AMS,MAD,16:05,738,392
KL1508,MAD,AMS,18:25,738,365
KL1509,AMS,MAD,18:50,738,389
KL1510,BCN,AMS,04:20,738,415
KL1511,AMS,BCN,06:10,738,417
KL1512,BCN,AMS,09:05,738,418
KL1513,AMS,BCN,08:25,738,412
KL1514,BCN,AMS,11:20,738,422
KL1515,AMS,BCN,10:50,738,12
KL1516,BCN,AMS,13:55,738,13
KL1517,AMS,BCN,12:15,321,412
KL1518,BCN,AMS,15:20,321,414
KL1519,AMS,BCN,15:55,738,385
KL1520,BCN,AMS,18:55,738,357
KL1521,AMS,BCN,18:35,738,387
KL1522,BIO,AMS,04:50,E90,323
KL1523,AMS,BIO,07:10,E95,308
KL1524,BIO,AMS,10:00,E95,390
KL1525,AMS,BIO,12:25,738,372
KL1526,BIO,AMS,15:15,738,372
KL1527,AMS,BIO,13:25,E95,85
KL1528,BIO,AMS,16:20,E95,85
KL1529,AMS,BIO,18:35,E90,406
KL1530,VLC,AMS,04:20,E90,419
KL1531,AMS,VLC,12:45,E95,413
KL1532,VLC,AMS,15:55,E95,411
KL1533,AMS,VLC,15:05,E90,19
KL1534,VLC,AMS,18:20,E90,20
KL1535,AMS,VLC,18:35,E90,418
KL1539,AMS,ALC,11:50,738,153
KL1540,ALC,AMS,15:15,738,152
KL1541,AMS,ALC,12:25,E95,51
KL1542,AGP,AMS,04:10,738,109
KL1543,AMS,AGP,07:35,738,60
KL1544,AGP,AMS,11:20,738,60
KL1545,AMS,AGP,11:35,738,286
KL1546,AGP,AMS,15:20,738,287
KL1547,AMS,AGP,14:40,738,30
KL1548,AGP,AMS,18:25,738,30
KL1549,AMS,AGP,18:45,738,58
KL1551,AMS,IBZ,08:20,E95,25
KL1552,IBZ,AMS,12:00,E95,25
KL1553,AMS,IBZ,11:30,738,132
KL1554,IBZ,AMS,14:55,738,132
KL1555,AMS,IBZ,14:35,E90,33
KL1556,IBZ,AMS,17:55,E90,33
KL1557,AMS,OVD,12:00,E90,28
KL1558,OVD,AMS,14:45,E90,28
KL1559,AMS,PMI,11:35,E95,98
KL1560,PMI,AMS,14:55,E95,96
KL1565,AMS,SCQ,11:35,E90,28
KL1566,SCQ,AMS,14:30,E90,28
KL1568,OPO,AMS,19:10,E90,65
KL1570,OPO,AMS,06:00,738,415
KL1571,AMS,OPO,07:50,738,393
KL1572,OPO,AMS,11:15,738,408
KL1573,AMS,OPO,12:45,738,401
KL1574,OPO,AMS,16:10,738,333
KL1575,AMS,OPO,11:55,738,233
KL1576,OPO,AMS,15:20,738,232
KL1577,AMS,OPO,19:40,738,415
KL1578,LIS,AMS,04:00,738,414
KL1579,AMS,LIS,06:55,738,393
KL1580,LIS,AMS,11:25,738,400
KL1583,AMS,LIS,10:35,321,415
KL1584,LIS,AMS,14:35,321,419
KL1585,AMS,LIS,14:40,738,236
KL1586,LIS,AMS,18:30,738,232
KL1587,AMS,LIS,18:50,738,413
KL1597,AMS,LIN,08:20,738,286
KL1598,LIN,AMS,11:00,738,287
KL1600,FCO,AMS,04:30,738,415
KL1601,AMS,FCO,05:10,321,347
KL1602,FCO,AMS,08:25,321,347
KL1603,AMS,FCO,07:35,321,410
KL1604,FCO,AMS,10:45,321,414
KL1605,AMS,FCO,13:15,738,409
KL1606,FCO,AMS,16:15,738,410
KL1607,AMS,FCO,14:40,738,416
KL1608,FCO,AMS,17:40,738,389
KL1609,AMS,FCO,18:30,321,392
KL1612,LIN,AMS,04:40,738,409
KL1613,AMS,LIN,06:25,738,407
KL1614,LIN,AMS,09:00,738,411
KL1615,AMS,LIN,12:15,738,411
KL1616,LIN,AMS,14:50,738,410
KL1617,AMS,LIN,18:00,738,268
KL1618,LIN,AMS,20:20,738,270
KL1619,AMS,LIN,20:20,738,390
KL1620,LIN,AMS,17:50,738,8
KL1621,AMS,MXP,13:35,738,117
KL1622,MXP,AMS,15:55,738,88
KL1628,VCE,AMS,04:00,738,413
KL1629,AMS,VCE,07:05,738,398
KL1630,VCE,AMS,09:40,738,404
KL1631,AMS,VCE,09:30,E75,45
KL1632,VCE,AMS,12:00,E75,44
KL1633,AMS,VCE,12:25,738,419
KL1634,VCE,AMS,16:35,738,418
KL1635,AMS,VCE,19:35,E95,88
KL1637,AMS,VCE,18:35,738,322
KL1638,TRN,AMS,04:20,E75,401
KL1639,AMS,TRN,07:35,E75,413
KL1640,TRN,AMS,09:45,E75,416
KL1641,AMS,TRN,19:00,E75,406
KL1642,GOA,AMS,04:15,E75,194
KL1643,AMS,GOA,07:35,E75,17
KL1644,GOA,AMS,10:00,E75,17
KL1645,AMS,GOA,09:40,E75,407
KL1646,GOA,AMS,11:55,E75,405
KL1647,AMS,GOA,19:10,E75,195
KL1650,FLR,AMS,04:30,E95,404
KL1651,AMS,FLR,06:40,E95,245
KL1652,FLR,AMS,09:20,E95,245
KL1653,AMS,FLR,07:30,E95,405
KL1654,FLR,AMS,10:10,E95,408
KL1655,AMS,FLR,12:55,E95,402
KL1656,FLR,AMS,16:00,E95,402
KL1657,AMS,FLR,15:00,E90,237
KL1658,FLR,AMS,17:40,E90,239
KL1659,AMS,FLR,18:35,E95,412
KL1660,BLQ,AMS,04:00,E90,414
KL1661,AMS,BLQ,04:55,E75,150
KL1662,BLQ,AMS,07:15,E75,150
KL1663,AMS,BLQ,09:25,E95,412
KL1664,BLQ,AMS,12:00,E95,416
KL1665,AMS,BLQ,12:45,738,402
KL1666,BLQ,AMS,15:25,738,404
KL1667,AMS,BLQ,18:45,E90,411
KL1669,AMS,CTA,07:10,738,26
KL1670,CTA,AMS,10:50,738,26
KL1671,AMS,CTA,10:40,738,149
KL1672,CTA,AMS,15:10,738,146
KL1673,AMS,CAG,12:05,E95,96
KL1674,CAG,AMS,15:05,E95,97
KL1675,AMS,CAG,12:05,737,40
KL1676,CAG,AMS,15:05,737,40
KL1677,AMS,NAP,06:10,738,163
KL1678,NAP,AMS,09:40,738,164
KL1681,AMS,LIN,18:25,E75,165
KL1682,LIN,AMS,20:55,E75,159
KL1700,BRU,AMS,04:10,E90,416
KL1701,AMS,BRU,04:50,E75,362
KL1702,BRU,AMS,07:05,E75,360
KL1703,AMS,BRU,08:25,E95,391
KL1704,BRU,AMS,09:45,E95,389
KL1705,AMS,BRU,11:50,E75,408
KL1706,BRU,AMS,13:45,E75,411
KL1707,AMS,BRU,19:30,E75,417
KL1708,LUX,AMS,04:10,E75,406
KL1709,AMS,LUX,07:05,E90,401
KL1710,LUX,AMS,08:30,E90,402
KL1711,AMS,LUX,12:15,E75,266
KL1712,LUX,AMS,13:45,E75,266
KL1713,AMS,LUX,15:50,E90,358
KL1714,LUX,AMS,17:20,E90,357
KL1715,AMS,LUX,19:25,E75,404
KL1731,AMS,LUX,04:45,E75,59
KL1732,LUX,AMS,06:10,E75,59
KL1750,HAM,AMS,04:10,738,414
KL1751,AMS,HAM,04:55,E75,399
KL1752,HAM,AMS,06:30,E75,399
KL1753,AMS,HAM,08:25,E90,405
KL1754,HAM,AMS,10:10,E90,407
KL1755,AMS,HAM,11:00,E90,405
KL1756,HAM,AMS,12:50,E90,407
KL1757,AMS,HAM,15:50,738,407
KL1758,HAM,AMS,17:45,738,400
KL1759,AMS,HAM,18:45,738,411
KL1760,BRE,AMS,04:15,E90,399
KL1761,AMS,BRE,06:45,E75,377
KL1762,BRE,AMS,08:10,E75,377
KL1763,AMS,BRE,11:00,E90,311
KL1764,BRE,AMS,12:35,E90,318
KL1765,AMS,BRE,15:55,E90,369
KL1766,BRE,AMS,16:10,E90,344
KL1767,AMS,BRE,18:50,E90,379
KL1770,BER,AMS,04:00,738,412
KL1771,AMS,BER,05:05,738,400
KL1772,BER,AMS,07:05,738,400
KL1773,AMS,BER,06:55,E90,149
KL1774,BER,AMS,08:50,E90,151
KL1775,AMS,BER,08:05,321,405
KL1776,BER,AMS,10:15,321,407
KL1777,AMS,BER,10:25,321,400
KL1778,BER,AMS,12:30,321,402
KL1779,AMS,BER,13:20,738,410
KL1780,BER,AMS,15:30,738,409
KL1781,AMS,BER,14:45,738,406
KL1782,BER,AMS,17:25,738,406
KL1783,AMS,BER,18:35,E90,85
KL1784,BER,AMS,20:35,E90,85
KL1785,AMS,BER,18:55,738,410
KL1786,HAJ,AMS,04:00,E75,416
KL1787,AMS,HAJ,07:25,E90,400
KL1788,HAJ,AMS,08:50,E90,402
KL1789,AMS,HAJ,10:45,E90,223
KL1790,HAJ,AMS,12:15,E90,222
KL1791,AMS,HAJ,14:50,E90,406
KL1792,HAJ,AMS,16:15,E90,398
KL1793,AMS,HAJ,20:10,E75,407
KL1796,DUS,AMS,04:20,E90,397
KL1797,AMS,DUS,04:55,E75,398
KL1798,DUS,AMS,06:15,E75,397
KL1799,AMS,DUS,09:00,E75,400
KL1800,DUS,AMS,10:25,E75,404
KL1801,AMS,DUS,11:05,E90,405
KL1802,DUS,AMS,12:30,E90,408
KL1803,AMS,DUS,14:55,E75,407
KL1804,DUS,AMS,17:40,E75,406
KL1805,AMS,DUS,19:35,E90,403
KL1814,FRA,AMS,05:00,E90,816
KL1815,AMS,FRA,06:25,E90,791
KL1816,FRA,AMS,08:15,E90,789
KL1817,AMS,FRA,08:55,E75,777
KL1818,FRA,AMS,09:45,E75,783
KL1819,AMS,FRA,10:30,E75,683
KL1820,FRA,AMS,12:15,E75,683
KL1821,AMS,FRA,14:10,E90,814
KL1822,FRA,AMS,15:55,E90,811
KL1823,AMS,FRA,15:30,E90,468
KL1824,FRA,AMS,17:20,E90,465
KL1825,AMS,FRA,20:20,E90,825
KL1826,STR,AMS,04:00,E90,411
KL1827,AMS,STR,06:00,E90,374
KL1828,STR,AMS,07:45,E90,374
KL1829,AMS,STR,07:20,E90,300
KL1830,STR,AMS,09:05,E90,300
KL1831,AMS,STR,11:50,E90,416
KL1832,STR,AMS,12:10,E90,421
KL1833,AMS,STR,14:25,E90,414
KL1834,STR,AMS,17:25,E90,412
KL1835,AMS,STR,19:20,E90,411
KL1838,NUE,AMS,04:00,E90,405
KL1839,AMS,NUE,06:30,E75,313
KL1840,NUE,AMS,07:55,E75,315
KL1841,AMS,NUE,07:15,E90,83
KL1842,NUE,AMS,09:05,E90,83
KL1843,AMS,NUE,10:45,E90,415
KL1844,NUE,AMS,12:35,E90,420
KL1845,AMS,NUE,15:45,E90,405
KL1846,NUE,AMS,16:10,E90,405
KL1847,AMS,NUE,19:20,E90,408
KL1848,MUC,AMS,05:00,737,402
KL1849,AMS,MUC,05:15,E75,385
KL1850,MUC,AMS,07:25,E75,383
KL1851,AMS,MUC,07:40,738,401
KL1852,MUC,AMS,09:50,738,409
KL1853,AMS,MUC,10:00,E90,398
KL1854,MUC,AMS,12:00,E90,403
KL1855,AMS,MUC,13:35,738,406
KL1856,MUC,AMS,16:35,738,407
KL1857,AMS,MUC,16:40,E75,338
KL1858,MUC,AMS,18:50,E75,311
KL1859,AMS,MUC,19:00,737,382
KL1900,VIE,AMS,05:05,738,414
KL1901,AMS,VIE,04:50,738,396
KL1902,VIE,AMS,07:20,738,400
KL1903,AMS,VIE,09:50,738,235
KL1904,VIE,AMS,12:20,738,235
KL1905,AMS,VIE,15:25,738,408
KL1906,VIE,AMS,18:00,738,410
KL1907,AMS,VIE,18:25,738,416
KL1909,AMS,VIE,15:35,E75,58
KL1910,VIE,AMS,17:50,E75,58
KL1916,ZRH,AMS,05:00,738,411
KL1917,AMS,ZRH,05:10,738,401
KL1918,ZRH,AMS,07:20,738,402
KL1919,AMS,ZRH,07:45,738,402
KL1920,ZRH,AMS,09:50,738,411
KL1921,AMS,ZRH,10:15,E90,397
KL1922,ZRH,AMS,12:20,E90,399
KL1923,AMS,ZRH,13:20,738,402
KL1924,ZRH,AMS,16:30,738,412
KL1925,AMS,ZRH,15:20,738,374
KL1926,ZRH,AMS,17:25,738,377
KL1927,AMS,ZRH,19:00,738,412
KL1928,GVA,AMS,05:15,E95,411
KL1929,AMS,GVA,04:55,738,413
KL1930,GVA,AMS,07:05,738,413
KL1931,AMS,GVA,07:45,738,410
KL1932,GVA,AMS,09:55,738,414
KL1933,AMS,GVA,10:05,E75,412
KL1934,GVA,AMS,12:10,E75,415
KL1935,AMS,GVA,13:00,738,410
KL1936,GVA,AMS,15:15,738,409
KL1937,AMS,GVA,15:05,E90,409
KL1938,GVA,AMS,17:15,E90,413
KL1939,AMS,GVA,18:50,E95,413
KL1942,BSL,AMS,05:05,E90,406
KL1943,AMS,BSL,06:15,E90,404
KL1944,BSL,AMS,08:15,E90,405
KL1945,AMS,BSL,10:30,E90,238
KL1946,BSL,AMS,12:25,E90,239
KL1947,AMS,BSL,15:10,E90,386
KL1948,BSL,AMS,16:55,E90,385
KL1949,AMS,BSL,18:30,E90,409
KL1952,ATH,AMS,03:00,738,412
KL1953,AMS,ATH,06:30,738,262
KL1954,ATH,AMS,10:40,738,271
KL1955,AMS,ATH,10:30,738,409
KL1956,ATH,AMS,15:20,738,410
KL1957,AMS,ATH,19:10,738,413
KL1958,IST,AMS,03:00,737,64
KL1959,AMS,IST,10:35,738,406
KL1960,IST,AMS,14:55,738,408
KL1961,AMS,IST,19:00,737,63
KL1964,ZAG,AMS,04:00,E95,411
KL1967,AMS,ZAG,11:45,E90,417
KL1968,ZAG,AMS,14:05,E90,418
KL1969,AMS,ZAG,20:10,E95,409
KL1970,SPU,AMS,04:30,738,236
KL1971,AMS,SPU,07:55,738,275
KL1972,SPU,AMS,10:50,738,277
KL1973,AMS,SPU,12:50,738,84
KL1974,SPU,AMS,15:45,738,72
KL1975,AMS,SPU,18:45,738,238
KL1976,DBV,AMS,04:30,737,40
KL1977,AMS,DBV,08:10,738,232
KL1978,DBV,AMS,11:25,738,231
KL1979,AMS,DBV,12:20,E90,17
KL1980,DBV,AMS,15:15,E75,18
KL1981,AMS,DBV,19:00,737,31
KL1982,BEG,AMS,04:00,E95,412
KL1983,AMS,BEG,07:35,E95,409
KL1984,BEG,AMS,10:35,E95,415
KL1985,AMS,BEG,18:35,E95,416
KL1986,SPU,AMS,20:00,E95,4
KL1988,LJU,AMS,04:00,E95,31
KL1989,AMS,LJU,08:15,E90,332
KL1990,LJU,AMS,10:35,E90,330
KL1991,AMS,LJU,19:05,E95,31
KL4764,AMS,CGN,19:55,E90,1
KL874,HYD,FRA,02:55,787,1
KL9856,YYC,AMS,07:30,332,7
KL9857,AMS,BRU,07:20,332,50
KL9858,BRU,AMS,10:20,332,52
KL9860,BRU,AMS,07:55,333,7
KL9861,AMS,WOE,07:00,787,10
KL9862,WOE,AMS,13:40,787,16
KL9863,XFW,AMS,13:30,738,71
KL9864,TEV,AMS,13:00,738,27
KL9865,BRU,AMS,15:00,738,4
KL9866,NCE,AMS,16:53,738,1
KL9867,AMS,NWI,06:00,738,29
KL9868,NWI,AMS,19:00,738,28
KL9869,AMS,NWI,06:00,738,1
KL9870,BER,AMS,09:40,738,3
KL9879,LHR,AMS,09:00,738,2
KL9880,HAM,AMS,17:45,738,1
KL9885,AMS,XCR,06:30,772,30
KL9888,XCR,AMS,15:30,772,30
KL9891,AMS,AAR,08:00,321,41
KL9894,AAR,AMS,14:15,321,40
KL9936,BRU,AMS,05:55,E75,140
KL9938,WAW,AMS,06:20,E90,30
KL9939,POZ,AMS,06:35,E75,3
KL9940,TFS,AMS,11:30,E95,6
KL9941,AMS,MST,08:30,E90,2
KL9942,TFS,AMS,12:00,E95,1
KL9946,LBG,AMS,16:30,E95,1
KL9948,BRU,AMS,04:06,E90,11
KL9950,BRU,AMS,08:25,E90,2
KL9952,BRU,AMS,13:30,E90,2
KL9953,AMS,HUY,20:20,E90,1
KL9955,AMS,BRU,04:35,E90,32
KL9956,BRU,AMS,04:10,E90,8
KL9960,AMS,MST,07:30,E75,47
KL9965,MST,AMS,13:50,E75,47
KM3396,MLA,AMS,06:10,320,4
KM3397,AMS,MLA,10:35,320,4
KM386,MLA,AMS,15:30,320,63
KM387,AMS,MLA,19:45,320,57
KM394,MLA,AMS,05:25,320,417
KM395,AMS,MLA,09:50,320,406
KM396,MLA,AMS,13:10,320,4
KM397,AMS,MLA,17:35,320,4
KQ0116,NBO,AMS,05:40,788,343
KQ0117,AMS,NBO,18:35,788,329
KQ0164,NBO,AMS,15:40,788,82
KU1127,KWI,AMS,23:30,330,1
KU127,KWI,AMS,05:30,A338,162
KU128,AMS,KWI,13:25,A338,146
KU171,KWI,FRA,05:30,A338,206
KU172,FRA,KWI,13:00,320,160
KZ004,NRT,AMS,18:20,747,196
KZ006,NRT,AMS,22:00,747,21
KZ038,ANC,FRA,20:50,747,22
KZ039,FRA,NRT,08:30,747,19
KZ040,ANC,FRA,22:40,747,7
KZ041,FRA,NRT,11:45,747,6
KZ049,AMS,MXP,05:20,747,180
KZ055,AMS,FRA,09:20,747,55
KZ5049,AMS,KIX,05:45,747,3
KZ5059,AMS,FRA,10:00,747,3
KZ5737,AMS,CTS,09:55,747,2
LA8070,GRU,FRA,02:45,77W,423
LA8071,FRA,GRU,19:30,77W,415
LA9452,GRU,FRA,00:10,77W,2
LA9453,FRA,GRU,17:30,77W,5
LA9454,GRU,FRA,04:40,77W,1
LA9455,FRA,GRU,17:40,77W,1
LA9456,GRU,FRA,03:55,77W,1
LA9457,FRA,GRU,17:50,77W,1
LA9459,FRA,GRU,17:50,77W,1
LA9471,FRA,GRU,17:50,77W,1
LB1913,SOF,AMS,06:00,733,2
LB1914,AMS,SOF,11:40,733,1
LG052,FRA,LUX,19:54,738,1
LG168,AYT,FRA,08:25,738,1
LH001,HAM,FRA,04:00,321,335
LH002,FRA,HAM,04:30,320,382
LH003,HAM,FRA,07:00,320,56
LH004,FRA,HAM,05:30,320,232
LH005,HAM,FRA,05:00,319,183
LH006,FRA,HAM,06:00,319,418
LH007,HAM,FRA,05:30,321,390
LH008,FRA,HAM,07:00,319,368
LH009,HAM,FRA,06:30,320,351
LH010,FRA,HAM,08:00,321,372
LH011,HAM,FRA,07:30,320,258
LH012,FRA,HAM,06:30,319,133
LH013,HAM,FRA,08:00,319,418
LH014,FRA,HAM,10:00,321,374
LH015,HAM,FRA,09:00,319,367
LH016,FRA,HAM,12:00,319,386
LH017,HAM,FRA,10:00,321,346
LH018,FRA,HAM,11:00,320,5
LH019,HAM,FRA,08:30,319,106
LH020,FRA,HAM,13:00,319,236
LH021,HAM,FRA,13:00,321,373
LH022,FRA,HAM,15:00,319,362
LH023,HAM,FRA,14:00,319,389
LH024,FRA,HAM,16:00,320,374
LH026,FRA,HAM,15:00,321,29
LH027,HAM,FRA,15:00,319,263
LH028,FRA,HAM,17:00,320,291
LH029,HAM,FRA,17:00,319,360
LH030,FRA,HAM,17:00,321,400
LH031,HAM,FRA,18:00,320,402
LH033,HAM,FRA,18:00,320,286
LH034,FRA,HAM,18:15,319,217
LH035,HAM,FRA,05:30,321,31
LH036,FRA,HAM,20:25,321,359
LH040,FRA,HAJ,05:10,320,30
LH041,HAJ,FRA,06:40,320,30
LH042,FRA,HAJ,07:20,320,31
LH043,HAJ,FRA,08:50,320,31
LH045,BER,FRA,06:10,321,44
LH046,FRA,HAJ,05:15,319,217
LH047,HAJ,FRA,16:40,320,29
LH048,FRA,HAJ,07:35,319,415
LH049,HAJ,FRA,04:00,319,407
LH050,FRA,HAJ,08:50,CR9,108
LH051,HAJ,FRA,07:00,319,188
LH052,FRA,HAJ,11:25,319,382
LH053,HAJ,FRA,09:00,319,385
LH054,FRA,HAJ,15:10,319,355
LH055,HAJ,FRA,10:25,CR9,109
LH057,HAJ,FRA,13:55,319,381
LH058,FRA,HAJ,20:05,319,380
LH059,HAJ,FRA,16:40,319,355
LH062,FRA,DRS,06:50,319,31
LH063,DRS,FRA,08:35,319,31
LH066,FRA,DRS,15:00,320,29
LH067,DRS,FRA,16:55,320,29
LH068,FRA,DRS,20:10,320,30
LH069,DRS,FRA,04:00,320,30
LH072,FRA,DUS,05:30,320,318
LH073,DUS,FRA,04:00,319,398
LH074,FRA,DUS,07:15,320,409
LH075,DUS,FRA,07:10,320,316
LH076,FRA,DUS,15:00,320,5
LH077,DUS,FRA,08:45,320,383
LH078,FRA,DUS,11:50,319,388
LH079,DUS,FRA,04:10,320,31
LH081,DUS,FRA,13:10,319,357
LH084,FRA,DUS,15:10,319,339
LH087,DUS,FRA,16:50,319,336
LH088,FRA,DUS,19:10,319,376
LH092,FRA,MUC,05:15,320,32
LH093,MUC,FRA,05:00,321,356
LH094,FRA,MUC,05:15,321,407
LH095,MUC,FRA,07:00,321,408
LH096,FRA,MUC,06:15,319,383
LH097,MUC,FRA,06:30,320,296
LH098,FRA,MUC,07:15,321,307
LH099,MUC,FRA,08:00,321,403
LH100,FRA,MUC,09:15,321,420
